5.82724216841000e-02 	 -18.130124 	 -0.008090 
6.10684529203000e-02 	 -18.161704 	 -0.008104 
6.38593062634000e-02 	 -18.196675 	 -0.008119 
6.66447443493000e-02 	 -18.231975 	 -0.008135 
6.94248696199000e-02 	 -18.266272 	 -0.008150 
7.21999254841000e-02 	 -18.298920 	 -0.008165 
7.49702304423000e-02 	 -18.329285 	 -0.008179 
7.77362294673000e-02 	 -18.356537 	 -0.008191 
8.04984572933000e-02 	 -18.380239 	 -0.008201 
8.32574722726000e-02 	 -18.400218 	 -0.008210 
8.60138401679000e-02 	 -18.416432 	 -0.008217 
8.87680977750000e-02 	 -18.429219 	 -0.008223 
9.15207206574000e-02 	 -18.438931 	 -0.008227 
9.42721380364000e-02 	 -18.445975 	 -0.008231 
9.70226911221000e-02 	 -18.450929 	 -0.008233 
9.97726485481000e-02 	 -18.454271 	 -0.008234 
1.02522207679000e-01 	 -18.456463 	 -0.008235 
1.05271517193000e-01 	 -18.457840 	 -0.008236 
1.08020668906000e-01 	 -18.458674 	 -0.008236 
1.10769731425000e-01 	 -18.459172 	 -0.008236 
1.13518737358000e-01 	 -18.459448 	 -0.008237 
1.16267712204000e-01 	 -18.459594 	 -0.008237 
1.19016672159000e-01 	 -18.459669 	 -0.008237 
1.21765623849000e-01 	 -18.459711 	 -0.008237 
1.24514570218000e-01 	 -18.459714 	 -0.008237 
1.27263519616000e-01 	 -18.459713 	 -0.008237 
1.30012465726000e-01 	 -18.459708 	 -0.008237 
1.32761415420000e-01 	 -18.459692 	 -0.008237 
1.35510367463000e-01 	 -18.459680 	 -0.008237 
1.38259324067000e-01 	 -18.459660 	 -0.008237 
1.41008277891000e-01 	 -18.459647 	 -0.008237 
1.43757237501000e-01 	 -18.459627 	 -0.008237 
1.46506196955000e-01 	 -18.459619 	 -0.008237 
1.49255158458000e-01 	 -18.459601 	 -0.008237 
1.52004123518000e-01 	 -18.459583 	 -0.008237 
1.54753089237000e-01 	 -18.459577 	 -0.008237 
1.57502062415000e-01 	 -18.459559 	 -0.008237 
1.60251034109000e-01 	 -18.459539 	 -0.008237 
1.63000005998000e-01 	 -18.459535 	 -0.008237 
1.65748982557000e-01 	 -18.459495 	 -0.008237 
1.67126137714000e-01 	 -18.408604 	 -0.008214 
1.73135125104000e-01 	 -19.002892 	 -0.008479 
