VARIABLES = "X" "temp" "u" "rho" "H" "O" "OH" "HO2" "H2" "H2O" "H2O2" "O2" "CH" "CH2" "CH2*" "CH3" "CH4" "HCO" "CH2O" "CH3O" "CH2OH" "CH3OH" "CO" "CO2" "C2H" "C2H2" "C2H3" "C2H4" "C2H5" "C2H6" "HCCO" "CH2CO" "CH3CO" "CH2CHO" "CH3CHO" "C3H3" "pC3H4" "aC3H4" "aC3H5" "CH3CCH2" "C3H6" "nC3H7" "iC3H7" "C2H3CHO" "C4H2" "iC4H3" "C4H4" "iC4H5" "C4H5-2" "C4H6" "C4H612" "C4H6-2" "C4H7" "C4H81" "pC4H9" "NC12H26" "C6H12" "C6H11" "C5H10" "N2"
 ZONE I=779 FORMAT=POINT
2.5 298.0 30.971716970864104 1.244808168081325 -1.4059749072417812e-16 6.702979994454962e-19 1.735406599266638e-19 1.572868385354407e-17 1.1761667395920787e-16 -6.874403217333392e-16 -7.413214806532383e-17 0.20772512912643132 1.4991954802950485e-16 -3.2194765883771353e-22 -1.1081820312086041e-16 -1.7263986491183987e-15 -6.3752314739143326e-18 2.732091917637438e-22 -3.771219937200047e-17 -1.7865379724850856e-26 -1.7394009852720892e-35 -8.329037298129271e-18 -7.334151961329475e-16 -5.1184113329349973e-17 -1.2433381524758776e-40 -8.597334721192e-18 -5.095750847157763e-36 5.972339231396119e-17 2.327190375314126e-28 7.201647303043503e-16 -3.9326795339067326e-35 4.690330842774842e-19 -5.812976484448211e-18 -4.953527680746269e-35 -3.9444214354046354e-18 4.85336787293693e-18 5.921077389919109e-17 -1.9207965097362647e-17 -1.4276798515291994e-17 -4.553658365539072e-17 2.0553269655808027e-17 7.88626933039662e-21 -1.1663786945317163e-34 -5.4005719253685986e-18 7.370847832455289e-17 -8.891698048723555e-17 1.1177880219163109e-18 4.32698870550002e-18 -9.762337829858955e-18 -5.702619103660851e-18 -1.2116507605622395e-18 3.9136418272356115e-18 -3.012276011825177e-39 2.1016519335177912e-17 4.2260836358471925e-21 0.011228385358185471 1.6752691569048874e-17 -9.449347172703469e-18 5.3601408189912335e-18 0.7810464855153856
2.55 297.99999999999915 30.971716970864033 1.244808168081328 -2.4085024178242588e-20 5.881318003027376e-18 1.5226834110773151e-18 1.3800638074829377e-16 1.1756764908215926e-16 -6.476814362887343e-16 -7.413214773314593e-17 0.2077251291264311 3.596782351557666e-22 -2.824819879637694e-21 -1.4507560851712191e-22 -1.9312707912628833e-15 -7.141425512220993e-18 2.3971894073523733e-21 -8.347845613683721e-17 -1.5675406519165488e-25 -1.5261826373946059e-34 -8.329037457054146e-18 -6.834956012759301e-16 -5.866520101365948e-17 5.356619785224333e-41 -8.597334506924038e-18 -4.471936789564346e-35 3.300766239350774e-16 2.041918813379117e-27 8.229620631890638e-16 -3.4506055485923295e-34 4.115381665506801e-18 -5.1004173700463606e-17 -4.3471244198685364e-34 -3.944421405838751e-18 1.207019364332388e-18 5.921077390609492e-17 -1.920796510944229e-17 -1.427679851041558e-17 -3.602255859708836e-20 1.3882253341827378e-16 6.919565627221868e-20 -1.0234064600036158e-33 -5.400571905089381e-18 7.370847857225022e-17 -8.891698072189733e-17 1.1177880175581758e-18 4.326988729211644e-18 -9.762337808546742e-18 -5.7026191034763386e-18 -1.2116507591853903e-18 3.913641834869474e-18 -2.6430369205182416e-38 1.8718078323537855e-16 3.7080476998679765e-20 0.011228385358185261 1.3508326475839483e-16 -9.449347221059496e-18 4.480366521628196e-17 0.7810464855153852
2.65 297.9999999999997 30.971716970864087 1.2448081680813257 -1.4436965141779898e-24 1.1491935906305344e-19 8.099218595961628e-20 1.499525179790782e-16 1.1756769570900092e-16 -6.410269424796518e-16 -7.413214578512404e-17 0.2077251291264311 4.229407743523681e-28 -1.0605028974722367e-25 -9.309177749345241e-29 -2.0241557252045348e-15 -8.732960756508055e-18 9.798113113572283e-24 -8.406635769119539e-17 -9.475504609737473e-27 4.872157980278609e-37 -8.32903688059458e-18 -6.830687890227221e-16 -5.866562276452314e-17 1.5933669626100413e-43 -8.597329102503388e-18 4.263255136863425e-37 3.4435683269380214e-16 5.222952186078254e-28 8.701703268817747e-16 -1.7749360997022683e-36 5.153501334595151e-18 -5.042833154346782e-17 4.0384868137020256e-36 -3.944421189824842e-18 1.6890093069385373e-19 5.921077420283492e-17 -1.920796496199085e-17 -1.4276798561659e-17 -1.3972568129365019e-23 1.45112200267985e-16 1.8342385497426192e-21 -3.468331833159516e-37 -5.4005714264022316e-18 7.370847881967522e-17 -8.891698091823793e-17 1.117788013956602e-18 4.326988754175598e-18 -9.762337783322272e-18 -5.702619010588358e-18 -1.2116506738937273e-18 3.913641956802198e-18 -1.1314635401298375e-41 1.9597218483916771e-16 9.740727288630978e-22 0.011228385358185251 1.4130557130742297e-16 -9.449347241760758e-18 4.6877767398026914e-17 0.7810464855153852
2.75 297.9999999999987 30.971716970863987 1.2448081680813299 -1.0536551225671145e-28 2.2314210160900882e-21 -3.435044986616608e-21 1.4846078552558901e-16 1.175685138511226e-16 -6.413263375958028e-16 -7.413211776505879e-17 0.2077251291264311 4.939912238301779e-34 -3.8933418259050895e-30 -2.993628638544753e-34 -1.8574966576834884e-15 -1.0180868987208402e-17 1.3653012309594077e-24 -8.456838149303757e-17 1.312850400357643e-25 8.551708290148866e-39 -8.329027431375558e-18 -6.83524663289127e-16 -5.866311915735737e-17 4.285664833100483e-46 -8.597239683051394e-18 -1.2503494133598674e-38 3.422870406862008e-16 -7.163051792519694e-28 7.875136440582816e-16 2.0527374277916593e-38 5.29887830402829e-18 -4.9823873680948195e-17 -1.205850978127132e-37 -3.9444181191856654e-18 2.3544050168407238e-20 5.921077918696888e-17 -1.9207962271303888e-17 -1.4276798451856355e-17 -5.383393935023028e-27 1.441520458875901e-16 -2.607418228563482e-22 -1.3375562187778612e-40 -5.40056360984011e-18 7.37084796075173e-17 -8.891698104224881e-17 1.1177880119241911e-18 4.326988859865548e-18 -9.762337640052489e-18 -5.702617426726579e-18 -1.2116492357527638e-18 3.9136439361349965e-18 -4.408102473537135e-45 1.9465378122052848e-16 -1.355896697905845e-22 0.011228385358185251 1.4034334016952808e-16 -9.449347254986374e-18 4.655702367562915e-17 0.7810464855153852
2.875 297.999999999996 30.97171697086371 1.2448081680813408 -5.006126962237873e-29 3.4232129219535594e-23 -4.333596900338935e-21 1.4666819439925923e-16 1.1758737186007718e-16 -6.416612672762051e-16 -7.413195585139046e-17 0.20772512912643107 5.757356798520446e-40 -1.5005159307333624e-32 -7.085160803240206e-34 -1.3960264572639517e-15 -1.1530175840344272e-17 1.5595447712422449e-25 -8.503446190600416e-17 2.513331825143208e-25 -1.5996491706363153e-37 -8.328809141765096e-18 -6.841734260571991e-16 -5.860524798038064e-17 1.2722248433655378e-47 -8.595172776354744e-18 3.975301345787701e-38 3.400007951235473e-16 -1.699061005346126e-27 5.57316974227179e-16 1.0432439928107286e-36 5.320196922467141e-18 -4.9079519583964386e-17 3.865278932912489e-37 -3.944347806576309e-18 2.689368445558449e-21 5.921089448048968e-17 -1.9207899818095748e-17 -1.427679329956317e-17 -1.650462992458961e-30 1.4309209533490404e-16 -2.3421302812608324e-22 -2.998905463313496e-41 -5.400383059780607e-18 7.370849383202857e-17 -8.891698012827307e-17 1.1177880348262742e-18 4.3269909284418964e-18 -9.762334662299559e-18 -5.702580758799212e-18 -1.2116159606097786e-18 3.913689641249899e-18 -2.6270838221783307e-47 1.9319452063490616e-16 -1.2208016436909705e-22 0.011228385358185253 1.392838371636811e-16 -9.449347140717367e-18 4.6203855783633025e-17 0.7810464855153851
3.0 297.99999999999267 30.971716970863376 1.2448081680813543 -6.328099029210186e-29 3.124253217047515e-26 -2.5904944473479294e-21 1.4562150091343093e-16 1.1797269152626417e-16 -6.392736352530528e-16 -7.412680564409537e-17 0.20772512912643096 8.290724953096579e-40 -1.9578835768625511e-32 -9.34353140933414e-34 -8.241192678024157e-16 -1.2282308306806352e-17 1.761293836730231e-26 -8.525826704083569e-17 3.1444480468950265e-25 -2.503113764339317e-37 -8.324348392473662e-18 -6.833768457571043e-16 -5.742262292350205e-17 1.0120553163448244e-47 -8.552934555659877e-18 5.702360864292668e-38 3.3899764934190917e-16 -2.148942173508217e-27 2.715442635108991e-16 1.2640635230796605e-36 5.332062978554589e-18 -4.8346440624571056e-17 5.545604558208112e-37 -3.942911610019779e-18 3.037276741881201e-22 5.921325063278922e-17 -1.9206623375361993e-17 -1.4276683950948884e-17 -4.962926181076211e-34 1.4250009917277164e-16 -1.3889813187369663e-22 -2.945370359455882e-41 -5.3966935371607775e-18 7.370878121013949e-17 -8.891695832563089e-17 1.1177885604113088e-18 4.3270328933746275e-18 -9.762274084635547e-18 -5.7018313852946016e-18 -1.2109359403051758e-18 3.914623608869225e-18 -1.8239768751255028e-47 1.9236018759503814e-16 -7.239682483301859e-23 0.011228385358185248 1.3870053973899644e-16 -9.449344624835958e-18 4.6009418756494606e-17 0.7810464855153847
3.25 297.99999999998914 30.971716970863035 1.2448081680813683 -5.316184249280171e-29 -4.168744162230195e-25 4.037004742318276e-22 1.4642029659654868e-16 1.4120989719452288e-16 -4.787269813214721e-16 -7.380908631081747e-17 0.20772512912643062 -9.62398456109791e-40 -1.801203576664008e-32 -8.652591272280261e-34 1.3275687737360691e-16 -1.0139778513960164e-17 1.0523542093384853e-27 -8.228386496733492e-17 3.449834822061461e-25 -3.4061242346721543e-37 -8.055336580348519e-18 -5.926957719658792e-16 1.3897290354399995e-17 5.674913085219416e-48 -6.005697534950224e-18 4.5079609926861305e-38 3.598389613912611e-16 -1.8059550266806903e-27 -2.0657879808176807e-16 1.9287812781939064e-36 5.904078127350932e-18 -4.692276020236895e-17 4.384378104862387e-37 -3.856301475125756e-18 1.8147463369833452e-23 5.935534192991478e-17 -1.9129645431455027e-17 -1.4270078713319305e-17 9.55972626208728e-37 1.4428023622336042e-16 2.2154244224492416e-23 -2.832291407405657e-41 -5.174191736332736e-18 7.372610593746786e-17 -8.89156377391509e-17 1.117820363393162e-18 4.329563073907232e-18 -9.758621374120634e-18 -5.656639243099867e-18 -1.1699262810276573e-18 3.970947805515697e-18 -6.088346256432696e-48 1.9361155343703373e-16 1.155608556624023e-23 0.01122838535818522 1.409996796551556e-16 -9.44919271330967e-18 4.677552417590757e-17 0.7810464855153842
3.375 298.00000000001916 30.971716970866233 1.2448081680812397 -4.237272381248964e-29 -3.366599210802429e-25 1.585956171516469e-21 1.5334776168444325e-16 4.915482294489274e-16 1.9404834730939315e-15 -6.901595348688217e-17 0.20772512912642707 2.5235975303708453e-40 -1.5104524656466736e-32 -7.2806815096587914e-34 5.100141199064319e-16 1.8336358697994285e-17 1.2020856441513866e-28 -3.876704132986987e-17 3.500502289754015e-25 -3.4850278728543834e-37 -3.99954995091811e-18 7.952261980828915e-16 1.0891599416467873e-15 1.621582083406512e-47 3.239800643255325e-17 3.33076025475137e-38 6.675618507420954e-16 -1.4396947485993967e-27 -3.7750025281690704e-16 2.3925460754937413e-36 1.4523839138613684e-17 -4.6221371310752066e-17 1.1324795815871489e-38 -2.5505149008501663e-18 2.072999221797722e-24 6.14975973196111e-17 -1.7969078826391125e-17 -1.417048676892136e-17 5.9224812039957255e-37 1.6812815838838256e-16 8.568040893129745e-23 -2.9303211894164007e-41 -1.819618496076012e-18 7.398730218043851e-17 -8.889572595495124e-17 1.1182998775551693e-18 4.367709450426823e-18 -9.703551029953411e-18 -4.975294828591278e-18 -5.516395760410979e-19 4.820125837246107e-18 -9.562647416949411e-49 2.0836169096582044e-16 4.4669902997442936e-23 0.011228385358184885 1.7267004153796442e-16 -9.446902787928471e-18 5.732817218057234e-17 0.7810464855153822
3.5 298.00000000067706 30.971716970936164 1.2448081680784289 -2.9062557959466495e-29 -2.3202765161349656e-25 2.3945906741153355e-21 2.8173867004238437e-16 7.650881145719769e-15 5.1374838424503004e-14 2.8935623010249255e-17 0.2077251291263549 1.6058479010862703e-42 -1.0992005015313714e-32 -5.318278331746178e-34 7.676307713320761e-16 5.904611499887307e-16 1.4268729471910952e-29 8.471220679748455e-16 3.632826349174547e-25 -2.0459037541003026e-37 7.888240674726753e-17 2.917171607619962e-14 2.3062671062610294e-14 3.88310168552514e-46 8.171962277899903e-16 -3.3882517087025634e-33 6.9392971435277255e-15 -9.876860331277962e-28 -1.3103815652993032e-16 4.311414985250217e-36 1.906724878631946e-16 -4.552317109125397e-17 -3.2896619846430415e-32 2.4133863360757236e-17 2.461405839462892e-25 1.052756199016275e-16 5.747659614173838e-18 -1.2135271281030607e-17 4.7730565678570785e-37 6.477638938814276e-16 1.290816430801431e-22 2.4325559686175954e-41 6.673270423186041e-17 7.932497343947899e-17 -8.84888159117743e-17 1.1280990384038615e-18 5.147248753793585e-18 -8.57816224818631e-18 8.948307048174595e-18 1.2083347600416405e-17 2.2173488665996118e-17 2.37409771258696e-45 4.991814734052048e-16 6.729252246274812e-23 0.011228385358178045 8.121598513433501e-16 -9.400106824547017e-18 2.7040685373506145e-16 0.781046485515343
3.625 298.000000014152 30.971716972368384 1.2448081680208651 -1.5741715441346426e-29 -1.2610644954125172e-25 2.9251951491664648e-21 2.8856210628575054e-15 1.5395530390022247e-13 1.0615846344485033e-12 2.0306244484866163e-15 0.20772512912488064 -1.2791271072968263e-40 -6.351318474844452e-33 -3.0847404488367593e-34 9.363325716285961e-16 1.2267358966562862e-14 9.898901801083494e-29 1.894557893430214e-14 5.488894020491414e-25 3.059662905243641e-36 1.7726151843982763e-15 6.090724081385211e-13 4.721019735896408e-13 9.661889792285467e-45 1.685492656606582e-14 5.350671394354614e-31 1.350800314134919e-13 -5.352809117582402e-28 7.470089021898585e-15 3.958723218417533e-35 3.79035508226184e-15 -4.468416839547613e-17 5.2344168328109854e-30 5.69442008544904e-16 1.700157403837745e-24 9.999006353820838e-16 4.904106534696123e-16 2.945534699863479e-17 1.158598166056994e-35 1.0437739527237107e-14 1.5752036658528698e-22 3.9303710873705613e-38 1.4676324972870534e-15 1.8840285904682178e-16 -8.01734097100473e-17 1.3283496762578974e-18 2.1077510565355105e-17 1.441970026137811e-17 2.934838299232448e-16 2.702854072227843e-16 3.7679783147434083e-16 2.935416190066796e-43 6.426246384905835e-15 8.211539778527977e-23 0.011228385358038344 1.3868829769667261e-14 -8.443808060266488e-18 4.620901555377951e-15 0.7810464855145424
