# 1-d slice in y-direction, file: plt_2d_000400
# time =       0.594868597708E-02
#                       y                  density      CH4_ConsumptionRate                   Y(CH4)               x_velocity                     temp  
       0.939453125000E-02        1.14395510804          -0.137377037182E-12       0.392668079876E-01       0.197000266543E-14        298.000000000      
       0.943359375000E-02        1.14395510210          -0.496801193332E-12       0.392668079709E-01       0.221225069182E-14        298.000000000      
       0.947265625000E-02        1.14395509547           0.737145439514E-13       0.392668079526E-01       0.230554784043E-14        298.000000001      
       0.951171875000E-02        1.14395508831          -0.705595470028E-13       0.392668079325E-01       0.242607590468E-14        298.000000000      
       0.955078125000E-02        1.14395508036           0.864734945154E-13       0.392668079105E-01       0.194999767665E-14        298.000000001      
       0.958984375000E-02        1.14395507178          -0.256275807443E-12       0.392668078864E-01       0.219241532447E-14        298.000000000      
       0.962890625000E-02        1.14395506230          -0.159698783012E-12       0.392668078600E-01       0.214732956596E-14        298.000000000      
       0.966796875000E-02        1.14395505207          -0.132409756161E-12       0.392668078312E-01       0.204885786728E-14        298.000000000      
       0.970703125000E-02        1.14395504081           0.301222183075E-12       0.392668077997E-01       0.202718215494E-14        298.000000000      
       0.974609375000E-02        1.14395502866           0.115212720142E-12       0.392668077653E-01       0.200454012646E-14        298.000000000      
       0.978515625000E-02        1.14395501534          -0.483783010761E-14       0.392668077278E-01       0.224249175276E-14        298.000000001      
       0.982421875000E-02        1.14395500100           0.162765592429E-12       0.392668076869E-01       0.253632504948E-14        298.000000000      
       0.986328125000E-02        1.14395498532          -0.140043526037E-12       0.392668076425E-01       0.244763496059E-14        298.000000000      
       0.990234375000E-02        1.14395496844          -0.911932309917E-13       0.392668075941E-01       0.237214432612E-14        298.000000001      
       0.994140625000E-02        1.14395495006           0.381640282693E-12       0.392668075414E-01       0.215671731253E-14        297.999999999      
       0.998046875000E-02        1.14395493029           0.672790127900E-13       0.392668074842E-01       0.185039259775E-14        298.000000000      
       0.100195312500E-01        1.14395490882           0.398026931374E-12       0.392668074221E-01       0.213132300409E-14        298.000000000      
       0.100585937500E-01        1.14395488576          -0.170495640146E-12       0.392668073546E-01       0.187498409104E-14        298.000000001      
       0.100976562500E-01        1.14395486079          -0.161635893311E-12       0.392668072814E-01       0.120543959035E-14        298.000000000      
       0.101367187500E-01        1.14395483398           0.395988560986E-12       0.392668072019E-01       0.108261210561E-14        298.000000001      
       0.101757812500E-01        1.14395480504           0.138270724089E-12       0.392668071158E-01       0.145336087808E-14        298.000000000      
       0.102148437500E-01        1.14395477402          -0.236799503397E-12       0.392668070225E-01       0.141930488676E-14        298.000000001      
       0.102539062500E-01        1.14395474058           0.901116591742E-13       0.392668069214E-01       0.112284151348E-14        298.000000001      
       0.102929687500E-01        1.14395470480          -0.481218171703E-12       0.392668068119E-01       0.844422043672E-15        298.000000001      
       0.103320312500E-01        1.14395466631           0.150054822846E-12       0.392668066935E-01       0.980598165612E-15        298.000000001      
       0.103710937500E-01        1.14395462515           0.567133818122E-12       0.392668065653E-01       0.126609728924E-14        298.000000001      
       0.104101562500E-01        1.14395458097          -0.119240179271E-12       0.392668064267E-01       0.709264796513E-15        298.000000002      
       0.104492187500E-01        1.14395453380           0.307292324995E-12       0.392668062770E-01       0.617160815184E-15        298.000000000      
       0.104882812500E-01        1.14395448325          -0.644862937056E-13       0.392668061152E-01       0.325449223628E-15        298.000000001      
       0.105273437500E-01        1.14395442931           0.119505046050E-12       0.392668059406E-01       0.738583290636E-15        298.000000000      
       0.105664062500E-01        1.14395437161          -0.125570405040E-12       0.392668057523E-01       0.615352751139E-15        298.000000001      
       0.106054687500E-01        1.14395431011          -0.171334368676E-13       0.392668055492E-01       0.670562660917E-15        298.000000001      
       0.106445312500E-01        1.14395424440          -0.369010735258E-12       0.392668053304E-01       0.658218031424E-15        298.000000002      
       0.106835937500E-01        1.14395417443          -0.829253480052E-13       0.392668050949E-01       0.525717387772E-15        298.000000002      
       0.107226562500E-01        1.14395409977           0.116000231237E-12       0.392668048416E-01       0.534391657546E-15        298.000000002      
       0.107617187500E-01        1.14395402032           0.186006950368E-12       0.392668045693E-01       0.715283684533E-15        298.000000005      
       0.108007812500E-01        1.14395393564           0.215787309116E-12       0.392668042768E-01       0.500485551945E-15        298.000000006      
       0.108398437500E-01        1.14395384559          -0.212382611904E-12       0.392668039631E-01       0.315629135979E-15        298.000000008      
       0.108789062500E-01        1.14395374970           0.418872191977E-15       0.392668036267E-01       0.330002125830E-15        298.000000010      
       0.109179687500E-01        1.14395364778          -0.251496098049E-12       0.392668032665E-01       0.808911605084E-15        298.000000012      
       0.109570312500E-01        1.14395353933          -0.106344568094E-12       0.392668028810E-01       0.598020029225E-15        298.000000016      
       0.109960937500E-01        1.14395342412           0.168152394542E-12       0.392668024690E-01       0.680565464862E-15        298.000000020      
       0.110351562500E-01        1.14395330159           0.331359277107E-12       0.392668020289E-01       0.101260919586E-14        298.000000025      
       0.110742187500E-01        1.14395317146           0.259982715965E-12       0.392668015592E-01       0.144171756379E-14        298.000000033      
       0.111132812500E-01        1.14395303312          -0.258443062483E-12       0.392668010585E-01       0.180331057745E-14        298.000000042      
       0.111523437500E-01        1.14395288623           0.101386250673E-12       0.392668005251E-01       0.177618558011E-14        298.000000052      
       0.111914062500E-01        1.14395273011           0.338542230003E-12       0.392667999573E-01       0.231000369147E-14        298.000000067      
       0.112304687500E-01        1.14395256434          -0.219674725323E-13       0.392667993534E-01       0.160553713932E-14        298.000000084      
       0.112695312500E-01        1.14395238818           0.159265646732E-12       0.392667987115E-01       0.162109332824E-14        298.000000106      
       0.113085937500E-01        1.14395220112           0.156149727615E-13       0.392667980296E-01       0.188307781788E-14        298.000000132      
       0.113476562500E-01        1.14395200232          -0.143136709625E-12       0.392667973057E-01       0.203711919191E-14        298.000000165      
       0.113867187500E-01        1.14395179117          -0.276667377837E-12       0.392667965374E-01       0.240433597939E-14        298.000000205      
       0.114257812500E-01        1.14395156673           0.883136540785E-14       0.392667957225E-01       0.252005320890E-14        298.000000254      
       0.114648437500E-01        1.14395132826          -0.110687226393E-12       0.392667948583E-01       0.271804593792E-14        298.000000314      
       0.115039062500E-01        1.14395107470           0.265919166705E-12       0.392667939420E-01       0.301442293324E-14        298.000000386      
       0.115429687500E-01        1.14395080517           0.883127697761E-13       0.392667929706E-01       0.287222027497E-14        298.000000472      
       0.115820312500E-01        1.14395051845          -0.143582150699E-12       0.392667919409E-01       0.272076631517E-14        298.000000576      
       0.116210937500E-01        1.14395021349          -0.350818430973E-12       0.392667908493E-01       0.296780789698E-14        298.000000700      
       0.116601562500E-01        1.14394988890          -0.554435410614E-13       0.392667896919E-01       0.345337724106E-14        298.000000848      
       0.116992187500E-01        1.14394954342          -0.116125672582E-12       0.392667884645E-01       0.423244660189E-14        298.000001024      
       0.117382812500E-01        1.14394917544          -0.796688121019E-13       0.392667871624E-01       0.408038952694E-14        298.000001232      
       0.117773437500E-01        1.14394878347          -0.341006238682E-12       0.392667857807E-01       0.402285717046E-14        298.000001478      
       0.118164062500E-01        1.14394836565          -0.161017334584E-12       0.392667843138E-01       0.386469042417E-14        298.000001767      
       0.118554687500E-01        1.14394792018           0.151859248240E-12       0.392667827558E-01       0.397096824520E-14        298.000002107      
       0.118945312500E-01        1.14394744491           0.261856468041E-12       0.392667811001E-01       0.382651353937E-14        298.000002504      
       0.119335937500E-01        1.14394693772          -0.242712744163E-12       0.392667793396E-01       0.351394990036E-14        298.000002967      
       0.119726562500E-01        1.14394639605           0.139249404379E-12       0.392667774664E-01       0.381657766277E-14        298.000003507      
       0.120117187500E-01        1.14394581740           0.883340370793E-13       0.392667754720E-01       0.353076303097E-14        298.000004134      
       0.120507812500E-01        1.14394519877          -0.233914125049E-12       0.392667733473E-01       0.294699697598E-14        298.000004861      
       0.120898437500E-01        1.14394453716          -0.410307570797E-13       0.392667710820E-01       0.339807400595E-14        298.000005702      
       0.121289062500E-01        1.14394382907          -0.442435855747E-12       0.392667686653E-01       0.362862640329E-14        298.000006673      
       0.121679687500E-01        1.14394307089          -0.366051989881E-12       0.392667660849E-01       0.368560950961E-14        298.000007792      
       0.122070312500E-01        1.14394225848          -0.336982733926E-12       0.392667633280E-01       0.346442297085E-14        298.000009081      
       0.122460937500E-01        1.14394138756           0.100287169519E-12       0.392667603801E-01       0.291070014141E-14        298.000010564      
       0.122851562500E-01        1.14394045322          -0.305809197410E-12       0.392667572256E-01       0.234062606164E-14        298.000012267      
       0.123242187500E-01        1.14393945031           0.292639183556E-12       0.392667538476E-01       0.219590029350E-14        298.000014223      
       0.123632812500E-01        1.14393837302           0.143171620935E-12       0.392667502273E-01       0.213768479330E-14        298.000016468      
       0.124023437500E-01        1.14393721519           0.328472973376E-12       0.392667463442E-01       0.217437289031E-14        298.000019045      
       0.124414062500E-01        1.14393596988          -0.150571226223E-12       0.392667421761E-01       0.221846783783E-14        298.000022003      
       0.124804687500E-01        1.14393462969           0.349445949607E-13       0.392667376982E-01       0.148969641662E-14        298.000025400      
       0.125195312500E-01        1.14393318635           0.347207248304E-12       0.392667328835E-01       0.122467603734E-14        298.000029306      
       0.125585937500E-01        1.14393163095          -0.249088537340E-13       0.392667277023E-01       0.105336907370E-14        298.000033802      
       0.125976562500E-01        1.14392995355           0.325357525210E-12       0.392667221214E-01       0.865304734500E-15        298.000038986      
       0.126367187500E-01        1.14392814343           0.119755523857E-12       0.392667161045E-01       0.109285475080E-14        298.000044976      
       0.126757812500E-01        1.14392618863           0.129363533774E-12       0.392667096110E-01       0.807594632159E-15        298.000051914      
       0.127148437500E-01        1.14392407616           0.847099625688E-13       0.392667025958E-01       0.118992813295E-15        298.000059975      
       0.127539062500E-01        1.14392179155          -0.155075469610E-13       0.392666950087E-01      -0.167584343770E-15        298.000069371      
       0.127929687500E-01        1.14391931903           0.707117470047E-13       0.392666867932E-01      -0.901620421045E-16        298.000080368      
       0.128320312500E-01        1.14391664101           0.322493523856E-12       0.392666778858E-01       0.294218269176E-15        298.000093291      
       0.128710937500E-01        1.14391373818           0.517457712963E-13       0.392666682146E-01      -0.488272656647E-15        298.000108552      
       0.129101562500E-01        1.14391058899           0.305013786038E-12       0.392666576980E-01      -0.652914751750E-15        298.000126666      
       0.129492187500E-01        1.14390716965           0.138517371401E-12       0.392666462429E-01      -0.123456832491E-14        298.000148286      
       0.129882812500E-01        1.14390345348           0.295229986291E-12       0.392666337419E-01      -0.130763821380E-14        298.000174246      
       0.130273437500E-01        1.14389941081           0.219307848249E-12       0.392666200709E-01      -0.265283511426E-15        298.000205612      
       0.130664062500E-01        1.14389500818           0.936377738585E-12       0.392666050848E-01      -0.590388968002E-15        298.000243759      
       0.131054687500E-01        1.14389020798           0.464288411319E-12       0.392665886129E-01      -0.115428184057E-14        298.000290469      
       0.131445312500E-01        1.14388496743           0.887574302250E-12       0.392665704525E-01      -0.102345092577E-14        298.000348067      
       0.131835937500E-01        1.14387923785           0.111016678164E-11       0.392665503606E-01      -0.126226015386E-14        298.000419595      
       0.132226562500E-01        1.14387296311           0.139300840286E-11       0.392665280429E-01      -0.155259871188E-14        298.000509061      
       0.132617187500E-01        1.14386607832           0.150934147992E-11       0.392665031392E-01      -0.161769714039E-14        298.000621768      
       0.133007812500E-01        1.14385850741           0.140448465575E-11       0.392664752046E-01      -0.154275466381E-14        298.000764762      
       0.133398437500E-01        1.14385016057           0.202260761308E-11       0.392664436834E-01      -0.129578575555E-14        298.000947449      
       0.133789062500E-01        1.14384093039           0.271964655657E-11       0.392664078749E-01      -0.109672538709E-14        298.001182432      
       0.134179687500E-01        1.14383068704           0.298419351296E-11       0.392663668871E-01      -0.106848252742E-14        298.001486659      
       0.134570312500E-01        1.14381927148           0.384678519507E-11       0.392663195746E-01      -0.787792504549E-15        298.001882999      
       0.134960937500E-01        1.14380648667           0.538190146745E-11       0.392662644541E-01      -0.118251043084E-14        298.002402407      
       0.135351562500E-01        1.14379208522           0.702809430661E-11       0.392661995906E-01      -0.106716692966E-14        298.003086900      
       0.135742187500E-01        1.14377575298           0.950147182070E-11       0.392661224428E-01      -0.820177962891E-15        298.003993650      
       0.136132812500E-01        1.14375708627           0.125323841474E-10       0.392660296526E-01      -0.843193175381E-15        298.005200635      
       0.136523437500E-01        1.14373556107           0.176612720759E-10       0.392659167600E-01      -0.488324490777E-15        298.006814418      
       0.136914062500E-01        1.14371049040           0.254006341243E-10       0.392657778132E-01      -0.453758684067E-16        298.008980895      
       0.137304687500E-01        1.14368096607           0.380001885535E-10       0.392656048386E-01       0.490354144082E-15        298.011900130      
       0.137695312500E-01        1.14364577820           0.589638146252E-10       0.392653871174E-01       0.136928190738E-14        298.015846850      
       0.138085937500E-01        1.14360330472           0.947045564800E-10       0.392651101979E-01       0.381895093013E-14        298.021198773      
       0.138476562500E-01        1.14355135865           0.158679442632E-09       0.392647545473E-01       0.774373159291E-14        298.028475764      
       0.138867187500E-01        1.14348697782           0.274465555318E-09       0.392642937104E-01       0.175139533434E-13        298.038393976      
       0.139257812500E-01        1.14340613439           0.487224738311E-09       0.392636917928E-01       0.377375420668E-13        298.051940716      
       0.139648437500E-01        1.14330333439           0.880260683572E-09       0.392629000234E-01       0.106667073439E-12        298.070477957      
       0.140039062500E-01        1.14317106504           0.161566916204E-08       0.392618520554E-01       0.446730521767E-12        298.095885449      
       0.140429687500E-01        1.14299903315           0.299594727347E-08       0.392604575484E-01       0.356527779264E-12        298.130758505      
       0.140820312500E-01        1.14277311600           0.559424162853E-08       0.392585934006E-01       0.866644545311E-12        298.178681222      
       0.141210937500E-01        1.14247391898           0.104839589486E-07       0.392560917851E-01       0.200689952464E-11        298.244603671      
       0.141601562500E-01        1.14207479644           0.196765151479E-07       0.392527238267E-01       0.413947195671E-11        298.335362040      
       0.141992187500E-01        1.14153914507           0.369071983285E-07       0.392481773742E-01       0.780275383192E-11        298.460395011      
       0.142382812500E-01        1.14081671803           0.690625112363E-07       0.392420267751E-01       0.158169116646E-10        298.632728476      
       0.142773437500E-01        1.13983863748           0.128698132267E-06       0.392336918815E-01       0.317079176976E-10        298.870325612      
       0.143164062500E-01        1.13851070426           0.238506366001E-06       0.392223826513E-01       0.662392062270E-10        299.197931275      
       0.143554687500E-01        1.13670453508           0.438833329792E-06       0.392070246522E-01       0.141271703171E-09        299.649579314      
       0.143945312500E-01        1.13424603147           0.801367494874E-06       0.391861595850E-01       0.276575423215E-09        300.271977886      
       0.144335937500E-01        1.13090077027           0.144801318861E-05       0.391578137519E-01       0.517399866616E-09        301.129037007      
       0.144726562500E-01        1.12635622886           0.258805978424E-05       0.391193265389E-01       0.737802160880E-09        302.307843598      
       0.145117187500E-01        1.12020152697           0.486907220081E-05       0.390671311715E-01       0.176477691029E-09        303.926399398      
       0.145507812500E-01        1.11190689394           0.799478301800E-05       0.389964823985E-01      -0.309605976763E-08        306.143373522      
       0.145898437500E-01        1.10080773463           0.140012837368E-04       0.389011322437E-01      -0.114142531819E-07        309.169912363      
       0.146289062500E-01        1.08610212921           0.242973284666E-04       0.387729684936E-01      -0.251785238263E-07        313.283091643      
       0.146679687500E-01        1.06687557219           0.422480890668E-04       0.386016532838E-01      -0.234845137347E-07        318.839767685      
       0.147070312500E-01        1.04217036773           0.743892115614E-04       0.383743316801E-01       0.317277967074E-08        326.288316580      
       0.147460937500E-01        1.01111491873           0.133829039287E-03       0.380755166764E-01       0.527776593252E-07        336.174181188      
       0.147851562500E-01       0.973113838402           0.249705693890E-03       0.376872802056E-01       0.991105512297E-07        349.133843176      
       0.148242187500E-01       0.928067448554           0.482176946243E-03       0.371898599178E-01      -0.595228165990E-07        365.871928143      
       0.148632812500E-01       0.876550531936           0.976749478455E-03       0.365627027290E-01      -0.292046560123E-06        387.119023442      
       0.149023437500E-01       0.819862703931           0.206360251295E-02       0.357858130917E-01      -0.308480925472E-06        413.573892595      
       0.149414062500E-01       0.759887218679           0.449333510386E-02       0.348411235756E-01      -0.189903508163E-06        445.841368481      
       0.149804687500E-01       0.698787985941           0.100177206186E-01       0.337135562513E-01      -0.105315188114E-06        484.381070128      
       0.150195312500E-01       0.638646670789           0.225743210054E-01       0.323915632664E-01       0.188277333040E-07        529.481053205      
       0.150585937500E-01       0.581172889596           0.510078363370E-01       0.308671548489E-01       0.198447511517E-07        581.257700449      
       0.150976562500E-01       0.527560758287           0.113966190901           0.291356591649E-01       0.978612411446E-09        639.674180880      
       0.151367187500E-01       0.478491615384           0.245640322393           0.271955596708E-01      -0.735711274311E-08        704.560298583      
       0.151757812500E-01       0.434226728645           0.498576744487           0.250487011523E-01      -0.604221597870E-10        775.622291485      
       0.152148437500E-01       0.394728858426           0.956104381849           0.227009243640E-01      -0.569755889203E-08        852.441514269      
       0.152539062500E-01       0.359776342692            1.79761389271           0.201634271472E-01      -0.180829820051E-07        934.451538437      
       0.152929687500E-01       0.329061916452            3.41275066356           0.174561254497E-01      -0.845008183226E-08        1020.87078316      
       0.153320312500E-01       0.302284838577            6.49306333213           0.146159523339E-01      -0.377296948636E-08        1110.55839214      
       0.153710937500E-01       0.279208743940            11.8995518453           0.117103647281E-01       0.553628019025E-09        1201.67639855      
       0.154101562500E-01       0.259691965907            20.0301323926           0.885341964218E-02      -0.223248803200E-07        1291.46777736      
       0.154492187500E-01       0.243678592904            29.5591011984           0.621192996481E-02      -0.377368585203E-07        1376.11172967      
       0.154882812500E-01       0.231105527029            36.5580150436           0.397885950219E-02       0.174683186031E-07        1451.06996823      
       0.155273437500E-01       0.221814915925            36.6049778081           0.230166976761E-02       0.149927734840E-06        1512.50150115      
       0.155664062500E-01       0.215333721611            29.2565717916           0.120392553498E-02       0.517903223258E-07        1559.10398210      
       0.156054687500E-01       0.210948354773            19.0012401948           0.577431300682E-03       0.697565717912E-09        1592.90646423      
       0.156445312500E-01       0.207937404027            10.4598875450           0.259396283524E-03       0.197262415561E-07        1617.73726466      
       0.156835937500E-01       0.205712789945            5.11631680335           0.111424106466E-03       0.214389957388E-07        1636.98899007      
       0.157226562500E-01       0.203948841628            2.31509740275           0.465371875257E-04      -0.151125459584E-07        1652.91062679      
       0.157617187500E-01       0.202460112115           0.997486769507           0.191266301307E-04      -0.376491204552E-07        1666.69011030      
       0.158007812500E-01       0.201160441143           0.417314230311           0.780094363974E-05      -0.327249800244E-07        1678.95600807      
       0.158398437500E-01       0.200000325695           0.171723563607           0.317537338911E-05      -0.161132442919E-07        1690.01336853      
       0.158789062500E-01       0.198955710738           0.700914324852E-01       0.129509687010E-05      -0.342931177056E-08        1700.06068051      
       0.159179687500E-01       0.198010473667           0.285388802625E-01       0.530665997306E-06      -0.760863790184E-09        1709.22679247      
       0.159570312500E-01       0.197148308719           0.116341886772E-01       0.218839697799E-06      -0.615633802291E-09        1717.60138650      
       0.159960937500E-01       0.196363940085           0.476041107796E-02       0.909250848159E-07      -0.165595666335E-09        1725.27914620      
       0.160351562500E-01       0.195646101426           0.195837834030E-02       0.380921079929E-07       0.429100407669E-09        1732.32572315      
       0.160742187500E-01       0.194988382295           0.808998666534E-03       0.160594470166E-07       0.388822930792E-09        1738.80625080      
       0.161132812500E-01       0.194384850639           0.336273732600E-03       0.682413018255E-08       0.170440435153E-09        1744.77604050      
       0.161523437500E-01       0.193829930412           0.139952319831E-03       0.290719405966E-08      -0.574408561215E-09        1750.28475687      
       0.161914062500E-01       0.193318777390           0.581008916924E-04       0.123641548446E-08       0.355814931247E-08        1755.37639518      
       0.162304687500E-01       0.192847118452           0.238847313093E-04       0.521659529768E-09       0.778110918818E-08        1760.09016171      
       0.162695312500E-01       0.192411151067           0.952207335686E-05       0.213350316721E-09      -0.458702461941E-09        1764.46091376      
       0.163085937500E-01       0.192007525600           0.365425676865E-05       0.841657407770E-10      -0.375847346152E-08        1768.51974692      
       0.163476562500E-01       0.191633275536           0.114834378609E-05       0.272447988294E-10      -0.174222598959E-08        1772.29441848      
       0.163867187500E-01       0.191285758779           0.173029329823E-06       0.435574516862E-11      -0.399041284951E-09        1775.80976600      
       0.164257812500E-01       0.190962611002          -0.133750006027E-06        0.00000000000           0.177690160898E-08        1779.08805412      
       0.164648437500E-01       0.190661712719          -0.228103034190E-06        0.00000000000           0.275963365467E-08        1782.14927623      
       0.165039062500E-01       0.190381160580          -0.206002940478E-06        0.00000000000           0.141932930350E-08        1785.01141794      
       0.165429687500E-01       0.190119236685          -0.170669435768E-06        0.00000000000          -0.249137559324E-08        1787.69069224      
       0.165820312500E-01       0.189874413881          -0.136380271191E-06        0.00000000000          -0.170360762387E-08        1790.20174977      
       0.166210937500E-01       0.189645288044          -0.102110244625E-06        0.00000000000           0.745898767495E-09        1792.55781803      
       0.166601562500E-01       0.189430602275          -0.756572694127E-07        0.00000000000           0.170136812525E-08        1794.77089683      
       0.166992187500E-01       0.189229220513          -0.560961565152E-07        0.00000000000           0.796444779135E-09        1796.85187596      
       0.167382812500E-01       0.189040110043          -0.384867278887E-07        0.00000000000           0.253296334911E-09        1798.81065264      
       0.167773437500E-01       0.188862333550          -0.290728741568E-07        0.00000000000          -0.322005676836E-08        1800.65623710      
       0.168164062500E-01       0.188695038756          -0.196266194017E-07        0.00000000000          -0.245813187655E-08        1802.39684939      
       0.168554687500E-01       0.188537448215          -0.139615817157E-07        0.00000000000           0.253117616203E-08        1804.03998323      
       0.168945312500E-01       0.188388858721          -0.127265053590E-07        0.00000000000          -0.471968620360E-08        1805.59251040      
       0.169335937500E-01       0.188248617052          -0.894081500256E-08        0.00000000000          -0.291619082970E-08        1807.06070929      
       0.169726562500E-01       0.188116134200          -0.645252939744E-08        0.00000000000          -0.827092172637E-10        1808.45034247      
       0.170117187500E-01       0.187990872309          -0.473248969043E-08        0.00000000000           0.429107629981E-09        1809.76670249      
       0.170507812500E-01       0.187872334085          -0.308373350071E-08        0.00000000000           0.191956862174E-09        1811.01465398      
       0.170898437500E-01       0.187760064612          -0.223928177009E-08        0.00000000000           0.346846071648E-09        1812.19867124      
       0.171289062500E-01       0.187653644368          -0.143925997505E-08        0.00000000000           0.362241929706E-09        1813.32287977      
       0.171679687500E-01       0.187552686591          -0.104651108837E-08        0.00000000000          -0.366154921865E-09        1814.39108732      
       0.172070312500E-01       0.187456842060          -0.106935107976E-08        0.00000000000          -0.135247065736E-09        1815.40681537      
       0.172460937500E-01       0.187365780916          -0.734755625988E-09        0.00000000000           0.273789211831E-10        1816.37331024      
       0.172851562500E-01       0.187279199275          -0.518341868165E-09        0.00000000000          -0.174955452940E-09        1817.29358161      
       0.173242187500E-01       0.187196819325          -0.362356636325E-09        0.00000000000           0.975832126660E-10        1818.17042086      
       0.173632812500E-01       0.187118383716          -0.250863748286E-09        0.00000000000           0.790493421896E-10        1819.00641506      
       0.174023437500E-01       0.187043652523          -0.179941850599E-09        0.00000000000          -0.911487109301E-09        1819.80396511      
       0.174414062500E-01       0.186972407734          -0.114122280238E-09        0.00000000000           0.212089880268E-08        1820.56530534      
       0.174804687500E-01       0.186904430780          -0.855041388990E-10        0.00000000000           0.969736713705E-08        1821.29249934      
       0.175195312500E-01       0.186839546045          -0.866089222075E-10        0.00000000000           0.231209291058E-08        1821.98750537      
       0.175585937500E-01       0.186777569892          -0.597814351251E-10        0.00000000000          -0.353507692323E-09        1822.65210803      
       0.175976562500E-01       0.186718336091          -0.426465544990E-10        0.00000000000           0.162034533017E-09        1823.28799064      
       0.176367187500E-01       0.186661690786          -0.311474425275E-10        0.00000000000           0.148227332215E-09        1823.89672219      
       0.176757812500E-01       0.186607490331          -0.198826147176E-10        0.00000000000           0.143934020854E-09        1824.47976792      
       0.177148437500E-01       0.186555600320          -0.142514144503E-10        0.00000000000           0.114003620845E-08        1825.03849806      
       0.177539062500E-01       0.186505897908          -0.889437311520E-11        0.00000000000          -0.333512681239E-08        1825.57419902      
       0.177929687500E-01       0.186458265280          -0.646258391209E-11        0.00000000000          -0.142479439444E-07        1826.08806392      
       0.178320312500E-01       0.186412588922          -0.689427290819E-11        0.00000000000           0.450230588136E-09        1826.58121710      
       0.178710937500E-01       0.186368771047          -0.481675779398E-11        0.00000000000           0.470962128772E-08        1827.05472136      
       0.179101562500E-01       0.186326715074          -0.343878006971E-11        0.00000000000           0.206980945914E-08        1827.50956309      
       0.179492187500E-01       0.186286330478          -0.250533429246E-11        0.00000000000           0.662249294332E-09        1827.94667193      
       0.179882812500E-01       0.186247533012          -0.163019579582E-11        0.00000000000           0.495780204877E-09        1828.36692209      
       0.180273437500E-01       0.186210242957          -0.114337256330E-11        0.00000000000           0.119670742230E-09        1828.77113402      
       0.180664062500E-01       0.186174386663          -0.815780161819E-12        0.00000000000          -0.593412831525E-09        1829.16008247      
       0.181054687500E-01       0.186139890308          -0.499267050386E-12        0.00000000000          -0.284178160242E-08        1829.53449350      
       0.181445312500E-01       0.186106696882          -0.547567494822E-12        0.00000000000           0.108535294435E-09        1829.89505992      
       0.181835937500E-01       0.186074737888          -0.386061650988E-12        0.00000000000          -0.115640702776E-09        1830.24242092      
       0.182226562500E-01       0.186043955085          -0.276628837649E-12        0.00000000000           0.793949199624E-10        1830.57718873      
       0.182617187500E-01       0.186014294271          -0.201095939463E-12        0.00000000000          -0.172961087332E-11        1830.89993988      
       0.183007812500E-01       0.185985703818          -0.142417822775E-12        0.00000000000          -0.386289797284E-10        1831.21121828      
       0.183398437500E-01       0.185958134979          -0.946724713244E-13        0.00000000000          -0.337529200984E-11        1831.51153859      
       0.183789062500E-01       0.185931540874          -0.676167399594E-13        0.00000000000           0.215287276948E-10        1831.80138596      
       0.184179687500E-01       0.185905880223          -0.485152924625E-13        0.00000000000           0.334335481699E-10        1832.08122268      
       0.184570312500E-01       0.185881106385          -0.443431865452E-13        0.00000000000           0.379224195784E-10        1832.35147753      
       0.184960937500E-01       0.185857185243          -0.318409148900E-13        0.00000000000           0.395846832315E-10        1832.61257041      
       0.185351562500E-01       0.185834077987          -0.233131488888E-13        0.00000000000           0.399343125563E-10        1832.86488816      
       0.185742187500E-01       0.185811749835          -0.172472784914E-13        0.00000000000           0.396032921066E-10        1833.10880190      
       0.186132812500E-01       0.185790167539          -0.128759670044E-13        0.00000000000           0.392216034491E-10        1833.34466272      
       0.186523437500E-01       0.185769299635          -0.932231716052E-14        0.00000000000           0.388527791028E-10        1833.57280430      
       0.186914062500E-01       0.185749116485          -0.704171185980E-14        0.00000000000           0.385224085831E-10        1833.79354299      
       0.187304687500E-01       0.185729588898          -0.549523774131E-14        0.00000000000           0.381253322712E-10        1834.00717829      
       0.187695312500E-01       0.185710691338          -0.410197313991E-14        0.00000000000           0.377488613269E-10        1834.21399861      
       0.188085937500E-01       0.185692397400          -0.314549470458E-14       0.186344805965E-19       0.372712699447E-10        1834.41427377      
       0.188476562500E-01       0.185674682952          -0.254481443495E-14       0.529084390032E-19       0.367395872360E-10        1834.60826247      
       0.188867187500E-01       0.185657525017          -0.210747746487E-14       0.768459814487E-19       0.361817677204E-10        1834.79621083      
       0.189257812500E-01       0.185640901668          -0.162628090599E-14       0.104761232512E-18       0.355683482349E-10        1834.97835299      
       0.189648437500E-01       0.185624791972          -0.126433360052E-14       0.125108318077E-18       0.348939909336E-10        1835.15491202      
       0.190039062500E-01       0.185609176259          -0.100246101574E-14       0.138555782071E-18       0.342127456658E-10        1835.32610070      
       0.190429687500E-01       0.185594034964          -0.763767184060E-15       0.151056090803E-18       0.334596511142E-10        1835.49212067      
       0.190820312500E-01       0.185579350917          -0.545076570526E-15       0.162752350795E-18       0.326629181943E-10        1835.65316680      
       0.191210937500E-01       0.185565106345          -0.418078231801E-15       0.167654263525E-18       0.318414518136E-10        1835.80942237      
       0.191601562500E-01       0.185551284945          -0.307277184620E-15       0.171620159731E-18       0.309864402212E-10        1835.96106349      
       0.191992187500E-01       0.185537871117          -0.225935764008E-15       0.173571316803E-18       0.301040487913E-10        1836.10825829      
